seasonId,playerId,passingYards,passingTouchdowns,interceptions,rushingYards,fumbles,receptions,receivingTouchdowns,receivingYards,rushingTouchdowns,year
1006,388,0,0,0,0,0,17,5,231,0,2018
1007,324,0,0,0,0,2,38,1,491,0,2018
1008,340,0,0,0,39,1,43,1,447,0,2018
1009,302,0,0,0,0,0,22,4,288,0,2018
1010,306,0,0,0,30,0,29,2,388,0,2018
1011,304,0,0,0,0,1,38,2,383,0,2018
1012,320,0,0,0,0,1,37,1,466,0,2018
1013,368,0,0,0,0,0,28,3,304,0,2018
1014,276,0,0,0,0,1,38,1,449,0,2018
1015,338,0,0,0,29,0,32,3,290,0,2018
1016,323,0,0,0,2,0,16,2,340,0,2018
1017,314,0,0,0,0,0,14,5,166,0,2018
1018,328,0,0,0,16,0,26,2,316,0,2018
1019,385,0,0,0,0,0,20,2,303,0,2018
1020,290,0,0,0,0,0,37,1,371,0,2018
1021,285,0,0,0,0,0,25,1,380,0,2018
1022,326,0,0,0,0,0,20,2,300,0,2018
1023,398,0,0,0,9,0,20,2,262,0,2018
1024,417,0,0,0,0,0,20,2,295,0,2018
1025,517,0,0,0,0,1,103,10,1336,0,2018
1026,544,0,0,0,10,0,88,5,1377,0,2018
1027,472,0,0,0,0,0,116,8,1163,0,2018
1028,482,0,0,0,-8,1,66,13,750,1,2018
1029,541,0,0,0,0,0,68,6,896,0,2018
1030,489,0,0,0,2,1,54,6,569,0,2018
1031,419,0,0,0,0,0,71,4,660,0,2018
1032,500,0,0,0,0,0,56,4,639,0,2018
1033,439,0,0,0,0,0,34,5,565,0,2018
1034,508,0,0,0,0,1,47,3,682,0,2018
1035,529,0,0,0,0,0,64,4,634,0,2018
1036,559,0,0,0,0,1,50,4,610,0,2018
1037,463,0,0,0,36,0,45,3,577,0,2018
1038,563,0,0,0,0,0,55,2,636,0,2018
1039,537,0,0,0,0,0,39,4,502,0,2018
1040,454,0,0,0,0,0,34,3,552,0,2018
1041,557,0,0,0,0,1,54,2,558,0,2018
1042,498,0,0,0,0,1,30,6,289,0,2018
1043,443,0,0,0,0,0,43,3,439,0,2018
1044,466,0,0,0,0,0,33,4,334,0,2018
1045,491,0,0,0,0,0,27,4,291,0,2018
1046,431,0,0,0,0,0,35,2,400,0,2018
1047,427,0,0,0,0,0,30,2,423,0,2018
1048,423,0,0,0,16,0,33,3,320,0,2018
1049,434,0,0,0,0,0,25,2,367,0,2018
1050,458,0,0,0,0,0,27,3,307,0,2018
1051,442,0,0,0,0,1,28,2,333,0,2018
1052,453,0,0,0,0,0,20,4,215,0,2018
1053,436,0,0,0,0,0,36,2,333,0,2018
1054,533,0,0,0,0,0,20,3,258,0,2018
1055,448,0,0,0,0,0,29,3,269,0,2018
1056,456,0,0,0,0,0,31,2,281,0,2018
1057,487,0,0,0,0,0,34,1,343,0,2018
1058,506,0,0,0,0,0,24,2,292,0,2018
1059,464,0,0,0,0,1,26,2,245,0,2018
1060,555,0,0,0,0,0,12,3,164,0,2018
1061,479,0,0,0,0,0,25,1,272,0,2018
1062,554,0,0,0,9,0,12,3,143,0,2018
1063,528,0,0,0,0,2,22,1,259,0,2018
1064,509,0,0,0,0,0,21,1,263,0,2018
1065,521,0,0,0,0,0,26,1,242,0,2018
1066,26,0,0,0,0,0,24,0,305,0,2018
1067,536,0,0,0,0,0,8,2,156,0,2018
1068,455,0,0,0,0,0,9,3,100,0,2018
1069,477,0,0,0,0,0,24,1,250,0,2018
1070,430,0,0,0,0,0,19,1,225,0,2018
1071,525,0,0,0,0,0,11,3,117,0,2018
1072,433,0,0,0,0,0,8,3,87,0,2018
1073,515,0,0,0,0,0,15,2,165,0,2018
1074,518,0,0,0,0,0,10,3,73,0,2018
1075,474,0,0,0,0,0,19,1,210,0,2018
1076,545,0,0,0,0,0,15,1,179,0,2018
1077,462,0,0,0,0,0,7,2,133,0,2018
1078,562,0,0,0,0,0,16,1,185,0,2018
1079,504,0,0,0,0,0,5,2,90,0,2018
1080,514,0,0,0,0,0,13,1,163,0,2018
1081,527,0,0,0,8,0,16,1,143,0,2018
1082,520,0,0,0,0,0,19,1,170,0,2018
1083,425,0,0,0,0,0,17,0,225,0,2018
1084,438,0,0,0,0,0,24,0,214,0,2018
1085,444,0,0,0,0,0,23,0,213,0,2018
1086,429,0,0,0,0,1,22,0,202,0,2018
1087,495,0,0,0,0,0,11,1,90,0,2018
1088,512,0,0,0,0,1,21,0,184,0,2018
1089,556,0,0,0,0,0,4,1,77,0,2018
1090,552,0,0,0,0,0,9,1,86,0,2018
1091,451,0,0,0,0,0,9,1,102,0,2018
1092,516,0,0,0,0,0,9,1,91,0,2018
1093,440,0,0,0,0,0,8,1,86,0,2018
1094,560,0,0,0,0,0,14,1,114,0,2018
1095,519,0,0,0,0,0,5,1,48,0,2018
1096,461,0,0,0,0,0,2,1,52,0,2018
1097,428,0,0,0,0,0,5,1,41,0,2018
1098,501,0,0,0,0,0,12,0,116,0,2018
1099,538,0,0,0,0,0,3,1,48,0,2018
1100,510,15,0,0,0,0,12,0,77,0,2018
1101,547,0,0,0,0,0,5,0,67,0,2018
1102,473,0,0,0,0,0,3,1,17,0,2018
1103,447,0,0,0,0,0,1,1,1,0,2018
1104,421,0,0,0,0,0,5,0,77,0,2018
1105,437,0,0,0,0,0,8,0,85,0,2018
1106,478,0,0,0,0,0,13,0,87,0,2018
1107,542,0,0,0,0,0,4,0,52,0,2018
1108,471,0,0,0,0,0,8,0,72,0,2018
1109,445,0,0,0,0,1,6,0,86,0,2018
1110,551,0,0,0,0,1,9,0,94,0,2018
1111,535,0,0,0,0,0,4,0,52,0,2018
1112,561,0,0,0,0,0,6,0,61,0,2018
1113,532,0,0,0,0,0,3,0,45,0,2018
1114,534,0,0,0,0,0,8,0,67,0,2018
1115,502,0,0,0,0,0,6,0,50,0,2018
1116,539,0,0,0,0,0,3,0,39,0,2018
1117,465,0,0,0,0,0,2,0,37,0,2018
1118,553,0,0,0,0,0,3,0,42,0,2018
1119,424,0,0,0,0,0,3,0,27,0,2018
1120,470,0,0,0,0,0,1,0,23,0,2018
1121,522,0,0,0,0,0,5,0,48,0,2018
1122,493,0,0,0,0,0,3,0,38,0,2018
1123,505,0,0,0,0,0,5,0,33,0,2018
1124,524,0,0,0,0,0,4,0,36,0,2018
